Filename PupX PupY PupR PupQ IriX IriY IriR IriQ PuEX PuEY PuEA PuEB PuET PuEQ IrEX IrEY IrEA IrEB IrET IrEQ OPrUpA OPrUpX OPrUpY OPrUpQ 
2439(r-1-3)110707-115400_e_01_0006.bmp 319 241 59 87 324 241 111 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 317 183 37 
2439(r-1-3)110707-115400_e_01_0007.bmp 318 242 59 90 323 242 110 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 315 182 34 
2439(r-1-3)110707-115400_e_01_0008.bmp 321 241 58 85 324 241 111 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 317 186 35 
2439(r-1-3)110707-115400_e_01_0009.bmp 320 242 58 78 324 242 111 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 317 187 37 
2458(r-1-3)110707-115400_e_00_0000.bmp 318 241 48 93 315 241 104 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 315 188 24 
2458(r-1-3)110707-115400_e_00_0001.bmp 320 242 47 100 317 242 105 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 327 182 38 
2458(r-1-3)110707-115400_e_00_0002.bmp 320 242 43 100 317 242 105 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 327 182 37 
2458(r-1-3)110707-115400_e_00_0003.bmp 315 246 53 52 310 246 107 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 320 185 29 
2458(r-1-3)110707-115400_e_00_0004.bmp 320 244 55 17 318 244 105 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 354 180 37 
2458(r-1-3)110707-115400_e_00_0005.bmp 317 243 52 52 313 243 104 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 322 179 32 
2458(r-1-3)110707-115400_e_00_0006.bmp 320 241 53 51 316 241 105 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 352 178 29 
2458(r-1-3)110707-115400_e_00_0007.bmp 318 244 48 100 315 244 107 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 334 184 24 
2458(r-1-3)110707-115400_e_00_0008.bmp 318 241 48 100 313 241 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 331 184 33 
2458(r-1-3)110707-115400_e_00_0009.bmp 319 241 48 100 315 241 107 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 325 180 35 
2458(r-1-3)110707-115400_e_00_0010.bmp 319 243 53 49 314 243 107 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 324 174 38 
2458(r-1-3)110707-115400_e_01_0000.bmp 319 242 55 59 325 242 107 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 300 185 21 
2458(r-1-3)110707-115400_e_01_0001.bmp 318 241 54 48 324 241 107 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 182 1 
2458(r-1-3)110707-115400_e_01_0002.bmp 319 243 47 100 324 243 105 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 308 179 25 
2458(r-1-3)110707-115400_e_01_0003.bmp 319 243 57 60 324 243 105 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 325 179 24 
2458(r-1-3)110707-115400_e_01_0004.bmp 318 242 59 17 324 242 107 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 308 179 28 
2458(r-1-3)110707-115400_e_01_0005.bmp 319 240 54 58 325 240 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 299 177 29 
2458(r-1-3)110707-115400_e_01_0006.bmp 320 241 56 35 326 241 107 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 310 176 27 
2458(r-1-3)110707-115400_e_01_0007.bmp 319 242 52 50 325 242 109 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 292 183 28 
2458(r-1-3)110707-115400_e_01_0008.bmp 319 242 54 57 324 242 110 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 254 181 22 
2458(r-1-3)110707-115400_e_01_0009.bmp 319 243 55 34 325 243 107 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 176 1 
2458(r-1-3)110707-115400_e_01_0010.bmp 319 242 56 53 325 242 110 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 174 1 
2501(r-1-3)110707-115400_e_00_0000.bmp 319 242 35 100 317 242 105 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 310 191 43 
2501(r-1-3)110707-115400_e_00_0001.bmp 321 240 40 100 317 240 105 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 310 190 37 
2501(r-1-3)110707-115400_e_00_0002.bmp 321 238 44 100 317 238 118 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 309 183 32 
2501(r-1-3)110707-115400_e_00_0003.bmp 316 244 50 100 315 244 121 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 316 187 34 
2501(r-1-3)110707-115400_e_00_0004.bmp 322 239 48 100 319 239 116 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 319 184 32 
2501(r-1-3)110707-115400_e_00_0005.bmp 318 242 42 100 317 242 118 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 300 184 34 
2501(r-1-3)110707-115400_e_00_0006.bmp 320 242 46 100 315 242 118 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 298 193 32 
2501(r-1-3)110707-115400_e_00_0007.bmp 320 242 54 57 319 242 119 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 303 198 28 
2501(r-1-3)110707-115400_e_00_0008.bmp 318 230 49 100 315 230 119 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 299 180 34 
2501(r-1-3)110707-115400_e_00_0009.bmp 315 245 50 100 315 245 118 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 298 196 28 
2501(r-1-3)110707-115400_e_01_0000.bmp 319 244 38 100 322 244 105 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 332 182 34 
2501(r-1-3)110707-115400_e_01_0001.bmp 319 242 40 100 321 242 103 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 331 182 32 
2501(r-1-3)110707-115400_e_01_0002.bmp 319 241 49 100 322 241 119 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 341 175 27 
2501(r-1-3)110707-115400_e_01_0003.bmp 319 242 54 97 322 242 121 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 332 169 29 
2501(r-1-3)110707-115400_e_01_0004.bmp 318 243 52 88 321 243 116 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 330 174 28 
2501(r-1-3)110707-115400_e_01_0005.bmp 318 243 47 100 321 243 115 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 331 172 33 
2501(r-1-3)110707-115400_e_01_0006.bmp 319 243 52 97 322 243 116 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 331 173 33 
2501(r-1-3)110707-115400_e_01_0007.bmp 318 243 54 89 322 243 116 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 322 178 39 
2501(r-1-3)110707-115400_e_01_0008.bmp 319 243 52 70 322 243 118 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 331 175 29 
2501(r-1-3)110707-115400_e_01_0009.bmp 320 242 56 85 322 242 119 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 323 173 38 
2503(r-1-3)110707-115400_e_00_0000.bmp 318 246 34 100 314 246 104 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 314 182 45 
2503(r-1-3)110707-115400_e_00_0001.bmp 318 238 35 100 314 238 101 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 307 177 38 
2503(r-1-3)110707-115400_e_00_0002.bmp 319 243 34 100 314 243 104 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 314 181 39 
2503(r-1-3)110707-115400_e_00_0003.bmp 318 245 32 100 314 245 102 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 314 180 41 
2503(r-1-3)110707-115400_e_00_0004.bmp 319 243 33 100 314 243 104 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 314 182 42 
2503(r-1-3)110707-115400_e_00_0005.bmp 319 241 33 100 314 241 101 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 315 181 36 
2503(r-1-3)110707-115400_e_00_0006.bmp 317 243 32 100 312 243 102 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 312 183 38 
2503(r-1-3)110707-115400_e_00_0007.bmp 319 242 34 100 314 242 103 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 315 181 45 
2503(r-1-3)110707-115400_e_00_0008.bmp 319 244 32 100 316 244 99 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 326 183 35 
2503(r-1-3)110707-115400_e_00_0009.bmp 318 243 37 100 314 243 105 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 315 176 41 
2503(r-1-3)110707-115400_e_01_0000.bmp 318 241 36 100 321 241 104 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 330 171 40 
2503(r-1-3)110707-115400_e_01_0001.bmp 320 244 35 100 324 244 102 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 316 184 30 
2503(r-1-3)110707-115400_e_01_0002.bmp 318 242 35 100 322 242 103 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 323 171 39 
2503(r-1-3)110707-115400_e_01_0003.bmp 319 241 34 100 324 241 102 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 324 173 35 
2503(r-1-3)110707-115400_e_01_0004.bmp 318 242 34 100 322 242 100 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 322 176 38 
2503(r-1-3)110707-115400_e_01_0005.bmp 318 243 33 100 322 243 102 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 322 178 35 
2503(r-1-3)110707-115400_e_01_0006.bmp 321 242 33 100 325 242 101 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 326 183 41 
2503(r-1-3)110707-115400_e_01_0007.bmp 318 242 36 100 323 242 104 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 323 178 39 
2503(r-1-3)110707-115400_e_01_0008.bmp 318 242 34 100 322 242 102 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 322 176 44 
2503(r-1-3)110707-115400_e_01_0009.bmp 319 241 38 100 323 241 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 323 171 37 
2506(r-1-3)110707-115400_e_00_0000.bmp 318 241 56 60 315 241 130 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 150 1 
2506(r-1-3)110707-115400_e_00_0001.bmp 319 242 55 92 317 242 130 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 344 181 27 
2506(r-1-3)110707-115400_e_00_0002.bmp 320 243 59 72 317 243 131 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 301 157 32 
2506(r-1-3)110707-115400_e_00_0003.bmp 320 242 57 87 317 242 132 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 344 173 39 
2506(r-1-3)110707-115400_e_00_0004.bmp 321 242 56 98 318 242 130 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 348 171 39 
2506(r-1-3)110707-115400_e_00_0005.bmp 318 241 55 77 315 241 131 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 334 168 33 
2506(r-1-3)110707-115400_e_00_0006.bmp 319 242 60 87 317 242 132 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 300 174 29 
2506(r-1-3)110707-115400_e_00_0007.bmp 320 239 54 87 317 239 130 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 335 164 28 
2506(r-1-3)110707-115400_e_00_0008.bmp 318 242 54 89 316 242 122 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 325 177 30 
2506(r-1-3)110707-115400_e_00_0009.bmp 321 242 45 100 319 242 122 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 337 170 31 
2506(r-1-3)110707-115400_e_00_0010.bmp 318 247 53 88 314 247 115 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 159 1 
2506(r-1-3)110707-115400_e_00_0011.bmp 318 243 53 98 315 243 121 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 316 179 32 
2506(r-1-3)110707-115400_e_01_0000.bmp 319 237 56 57 322 237 132 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 189 1 
2506(r-1-3)110707-115400_e_01_0001.bmp 320 242 55 64 324 242 129 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 176 1 
2506(r-1-3)110707-115400_e_01_0002.bmp 321 243 61 92 325 243 131 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 318 154 32 
2506(r-1-3)110707-115400_e_01_0003.bmp 319 242 57 79 322 242 131 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 168 1 
2506(r-1-3)110707-115400_e_01_0004.bmp 318 242 59 96 323 242 132 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 297 169 36 
2506(r-1-3)110707-115400_e_01_0005.bmp 320 242 55 70 323 242 132 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 323 173 44 
2506(r-1-3)110707-115400_e_01_0006.bmp 317 244 60 70 324 244 132 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 162 1 
2506(r-1-3)110707-115400_e_01_0007.bmp 319 242 54 73 322 242 132 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 305 178 42 
2506(r-1-3)110707-115400_e_01_0008.bmp 319 242 50 100 324 242 123 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 172 1 
2506(r-1-3)110707-115400_e_01_0009.bmp 315 243 49 100 320 243 123 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 162 1 
2506(r-1-3)110707-115400_e_01_0010.bmp 319 242 47 89 322 242 114 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 185 1 
2506(r-1-3)110707-115400_e_01_0011.bmp 319 242 49 93 324 242 121 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 325 185 31 
2509(r-1-3)110707-115400_e_00_0000.bmp 316 242 39 96 311 242 100 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 338 184 27 
2509(r-1-3)110707-115400_e_00_0001.bmp 319 242 42 100 315 242 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 333 175 42 
2509(r-1-3)110707-115400_e_00_0002.bmp 321 242 42 100 317 242 110 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 335 169 33 
2509(r-1-3)110707-115400_e_00_0003.bmp 317 241 43 100 312 241 114 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 321 161 39 
2509(r-1-3)110707-115400_e_00_0004.bmp 320 242 52 80 315 242 130 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 333 170 43 
2509(r-1-3)110707-115400_e_00_0005.bmp 319 242 48 100 313 242 134 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 313 166 35 
2509(r-1-3)110707-115400_e_00_0006.bmp 320 242 48 100 315 242 132 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 324 158 38 
2509(r-1-3)110707-115400_e_00_0007.bmp 320 242 34 100 315 242 101 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 334 202 29 
2509(r-1-3)110707-115400_e_00_0008.bmp 318 243 32 100 314 246 103 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 333 185 40 
2509(r-1-3)110707-115400_e_00_0009.bmp 319 242 34 100 315 242 108 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 333 177 38 
2509(r-1-3)110707-115400_e_01_0000.bmp 318 242 39 100 321 242 96 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 304 178 31 
2509(r-1-3)110707-115400_e_01_0001.bmp 316 241 40 93 319 241 107 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 303 174 39 
2509(r-1-3)110707-115400_e_01_0002.bmp 319 242 41 100 321 242 109 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 305 175 30 
2509(r-1-3)110707-115400_e_01_0003.bmp 318 242 44 100 321 242 112 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 304 170 29 
2509(r-1-3)110707-115400_e_01_0004.bmp 319 245 50 100 322 245 129 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 306 165 45 
2509(r-1-3)110707-115400_e_01_0005.bmp 319 242 50 100 323 242 133 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 324 149 24 
2509(r-1-3)110707-115400_e_01_0006.bmp 319 242 49 100 323 242 133 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 307 159 29 
2509(r-1-3)110707-115400_e_01_0007.bmp 318 244 50 100 322 244 135 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 306 163 34 
2509(r-1-3)110707-115400_e_01_0008.bmp 318 244 33 100 322 244 103 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 323 170 28 
2509(r-1-3)110707-115400_e_01_0009.bmp 319 242 38 100 322 242 107 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 306 175 34 
2518(r-1-3)110707-115400_e_00_0000.bmp 315 248 56 97 313 248 135 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 279 167 44 
2518(r-1-3)110707-115400_e_00_0001.bmp 318 242 47 100 316 242 128 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 281 164 41 
2518(r-1-3)110707-115400_e_00_0002.bmp 322 242 54 97 319 242 130 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 284 153 41 
2518(r-1-3)110707-115400_e_00_0003.bmp 321 241 57 96 319 241 129 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 276 158 42 
2518(r-1-3)110707-115400_e_00_0004.bmp 320 242 56 97 318 242 128 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 274 163 47 
2518(r-1-3)110707-115400_e_00_0005.bmp 319 242 47 100 317 242 128 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 273 166 49 
2518(r-1-3)110707-115400_e_00_0006.bmp 318 242 53 89 315 242 128 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 271 168 45 
2518(r-1-3)110707-115400_e_00_0007.bmp 319 242 49 100 316 242 128 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 272 181 41 
2518(r-1-3)110707-115400_e_00_0008.bmp 318 243 54 85 316 243 131 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 291 201 49 
2518(r-1-3)110707-115400_e_00_0009.bmp 318 243 56 96 315 243 129 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 281 159 39 
2518(r-1-3)110707-115400_e_01_0000.bmp 319 241 57 98 320 241 136 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 347 131 33 
2518(r-1-3)110707-115400_e_01_0001.bmp 316 241 56 97 317 241 129 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 345 139 32 
2518(r-1-3)110707-115400_e_01_0002.bmp 318 242 58 97 318 242 127 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 337 148 28 
2518(r-1-3)110707-115400_e_01_0003.bmp 319 242 57 96 321 242 125 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 340 143 39 
2518(r-1-3)110707-115400_e_01_0004.bmp 321 242 52 96 321 242 126 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 339 148 35 
2518(r-1-3)110707-115400_e_01_0005.bmp 320 241 58 96 321 241 129 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 349 143 28 
2518(r-1-3)110707-115400_e_01_0006.bmp 318 241 57 96 321 241 127 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 340 155 42 
2518(r-1-3)110707-115400_e_01_0007.bmp 322 241 57 96 323 241 130 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 350 164 49 
2518(r-1-3)110707-115400_e_01_0008.bmp 318 242 56 98 319 242 130 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 346 150 37 
2521(r-1-3)110707-115400_e_00_0000.bmp 317 242 49 100 314 242 98 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 349 163 26 
2521(r-1-3)110707-115400_e_00_0001.bmp 317 243 55 82 313 243 99 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 332 177 35 
2521(r-1-3)110707-115400_e_00_0002.bmp 319 243 53 96 315 243 102 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 333 169 27 
2521(r-1-3)110707-115400_e_00_0003.bmp 318 240 56 64 314 240 103 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 321 171 24 
2521(r-1-3)110707-115400_e_00_0004.bmp 318 242 58 58 314 242 104 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 323 152 18 
2521(r-1-3)110707-115400_e_00_0005.bmp 319 242 59 95 314 242 102 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 332 169 30 
2521(r-1-3)110707-115400_e_00_0006.bmp 318 243 57 90 313 243 104 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 331 175 37 
2521(r-1-3)110707-115400_e_00_0007.bmp 317 242 60 89 313 242 104 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 331 176 33 
2521(r-1-3)110707-115400_e_00_0008.bmp 318 242 61 89 315 242 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 333 177 37 
2521(r-1-3)110707-115400_e_00_0009.bmp 319 243 60 82 315 243 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 333 177 34 
2521(r-1-3)110707-115400_e_01_0000.bmp 319 243 53 76 323 243 98 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 306 180 31 
2521(r-1-3)110707-115400_e_01_0001.bmp 318 242 58 24 322 242 100 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 447 165 24 
2521(r-1-3)110707-115400_e_01_0002.bmp 319 241 56 68 323 241 103 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 324 182 33 
2521(r-1-3)110707-115400_e_01_0003.bmp 320 242 59 57 325 242 104 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 325 181 33 
2521(r-1-3)110707-115400_e_01_0004.bmp 320 242 60 71 324 242 104 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 324 172 31 
2521(r-1-3)110707-115400_e_01_0005.bmp 318 240 62 32 325 240 103 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 309 181 25 
2521(r-1-3)110707-115400_e_01_0006.bmp 320 242 61 51 325 242 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 325 184 31 
2521(r-1-3)110707-115400_e_01_0007.bmp 320 243 62 52 325 243 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 325 186 31 
2521(r-1-3)110707-115400_e_01_0008.bmp 319 243 62 64 324 243 107 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 325 187 25 
2521(r-1-3)110707-115400_e_01_0009.bmp 319 242 63 49 325 242 107 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 326 188 21 
2532(r-1-3)110707-115400_e_00_0000.bmp 323 243 57 81 321 243 115 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 357 145 27 
2532(r-1-3)110707-115400_e_00_0001.bmp 319 241 56 96 316 241 114 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 316 145 28 
2532(r-1-3)110707-115400_e_00_0002.bmp 319 241 70 98 317 241 133 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 324 119 20 
2532(r-1-3)110707-115400_e_00_0003.bmp 321 242 66 72 320 242 134 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 329 145 60 
2532(r-1-3)110707-115400_e_00_0004.bmp 320 241 59 81 318 241 121 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 328 142 37 
2532(r-1-3)110707-115400_e_00_0005.bmp 322 241 60 64 320 241 126 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 329 144 37 
2532(r-1-3)110707-115400_e_00_0006.bmp 319 242 55 95 317 242 125 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 301 141 34 
2532(r-1-3)110707-115400_e_00_0007.bmp 318 243 57 93 315 243 126 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 298 147 35 
2532(r-1-3)110707-115400_e_00_0008.bmp 319 241 55 97 317 241 126 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 335 140 33 
2532(r-1-3)110707-115400_e_00_0009.bmp 320 242 60 98 318 242 126 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 318 134 39 
2532(r-1-3)110707-115400_e_00_0010.bmp 320 242 55 97 317 242 127 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 336 139 33 
2532(r-1-3)110707-115400_e_01_0000.bmp 320 241 56 97 323 241 112 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 323 143 24 
2532(r-1-3)110707-115400_e_01_0001.bmp 320 241 55 97 324 241 112 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 139 1 
2532(r-1-3)110707-115400_e_01_0002.bmp 319 243 63 96 322 243 130 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 328 125 24 
2532(r-1-3)110707-115400_e_01_0003.bmp 320 241 66 80 324 241 130 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 324 134 33 
2532(r-1-3)110707-115400_e_01_0004.bmp 319 242 59 98 323 242 117 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 316 142 25 
2532(r-1-3)110707-115400_e_01_0005.bmp 318 243 57 98 322 243 121 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 341 141 21 
2532(r-1-3)110707-115400_e_01_0006.bmp 319 241 56 97 323 241 122 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 323 139 32 
2532(r-1-3)110707-115400_e_01_0007.bmp 318 242 57 98 322 242 122 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 322 140 35 
2532(r-1-3)110707-115400_e_01_0008.bmp 318 242 55 98 323 242 122 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 323 140 39 
2532(r-1-3)110707-115400_e_01_0009.bmp 319 241 58 97 324 241 124 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 330 151 16 
2536(r-1-3)110707-115400_e_00_0000.bmp 318 244 52 68 315 244 124 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 315 183 37 
2536(r-1-3)110707-115400_e_00_0001.bmp 318 242 61 48 315 242 127 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 316 151 25 
2536(r-1-3)110707-115400_e_00_0002.bmp 318 242 60 63 316 242 126 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 316 178 24 
2536(r-1-3)110707-115400_e_00_0003.bmp 319 242 58 73 316 242 129 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 317 170 29 
2536(r-1-3)110707-115400_e_00_0004.bmp 319 242 64 56 315 242 127 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 143 1 
2536(r-1-3)110707-115400_e_00_0005.bmp 320 242 61 64 317 242 123 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 327 179 27 
2536(r-1-3)110707-115400_e_00_0006.bmp 320 241 64 58 317 241 121 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 164 1 
2536(r-1-3)110707-115400_e_00_0007.bmp 315 244 61 56 311 244 119 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 184 1 
2536(r-1-3)110707-115400_e_00_0008.bmp 319 242 59 58 316 242 119 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 183 1 
2536(r-1-3)110707-115400_e_00_0009.bmp 320 241 61 61 317 241 118 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 370 184 20 
2536(r-1-3)110707-115400_e_00_0010.bmp 320 242 60 59 318 242 120 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 164 1 
2536(r-1-3)110707-115400_e_01_0000.bmp 319 241 52 61 323 241 125 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 316 188 34 
2536(r-1-3)110707-115400_e_01_0001.bmp 318 243 58 64 323 243 124 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 315 188 41 
